authorid,author_name,resource_id,resource_title,resource_month,resource_day,resource_year,resource_language,resource_sample_url,resource_full_url,resource_type,resource_source,tags,comments
spersaud,Sasenarine Persaud,spersaud_003,"Kyk-over-Al : Visit I, Vist II,Vist III
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00026/00045.jpg,https://www.dloc.com/UF00080046/00026/images/44,image,dLOC,poetry,
spersaud,Sasenarine Persaud,spersaud_004,"The Caribbean writer : When the Land is Dry
",,,1990,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00004/AA00032523_00004_00032.jpg,https://www.dloc.com/AA00032523/00004/images/33,image,dLOC,poetry,
spersaud,Sasenarine Persaud,spersaud_005,Kyk-over-Al : From Timber Party,,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00028/00039.jpg,https://www.dloc.com/UF00080046/00028/images/38,image,dLOC,poetry,
spersaud,Sasenarine Persaud,spersaud_006,"Kyk-over-Al : Postcard to a Sister in South America
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00033/00159.jpg,https://www.dloc.com/UF00080046/00033/images/158,image,dLOC,poetry,
spersaud,Sasenarine Persaud,spersaud_007,"Kyk-over-Al : My Mother Was A Splendid Teacher
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00024/00023.jpg,https://www.dloc.com/UF00080046/00024/images/22,image,dLOC,prose,
spersaud,Sasenarine Persaud,spersaud_008,"Kyk-over-Al : His Father's House
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00030/00050.jpg,https://www.dloc.com/UF00080046/00030/images/49,image,dLOC,prose,
spersaud,Sasenarine Persaud,spersaud_009,"The Caribbean writer : Demerary Telepathy
",,,1991,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00005/AA00032523_00005_00123.jpg,https://www.dloc.com/AA00032523/00005/images/122,image,dLOC,book review,
spersaud,Sasenarine Persaud,spersaud_010,"Kyk-over-Al : A Prophet in His Time
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00029/00036.jpg,https://www.dloc.com/UF00080046/00029/images/34,image,dLOC,poetry,
snaipaul,Seepersad Naipaul,snaipaul_001,"The adventures of Gurudeva, and other stories",,,1976,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/06/18/00001/PR9272-9-N296A381976_dj.jpg,https://www.dloc.com/AA00030618/00001/images,image,dLOC,book cover,
ssarduy,Severo Sarduy,ssarduy_001,"Adelante : En Casa de Cocuyo
",Feburary,25,2017,Spanish,https://www.dloc.com/AA00054323/00030/pdf,https://www.dloc.com/AA00054323/00030/pdf,pdf,dLOC,profile,pg 8
ssarduy,Severo Sarduy,ssarduy_002,Qubit : Severo Sarduy Poems,,,2005,Spanish,https://ufdcimages.uflib.ufl.edu/UF/00/10/34/97/00048/qubit_no48_Page_09.jpg,https://www.dloc.com/UF00103497/00048/images/8,image,dLOC,poetry,
sbourne,Shakirah Bourne,sbourne_001,"Caribbean beat : Backstory Living The Dream
",May,,2016,English,https://www.dloc.com/AA00090268/00029/pdf,https://www.dloc.com/AA00090268/00029/pdf,pdf,dLOC,interview,pg 58
sbourne,Shakirah Bourne,sbourne_002,Caribbean beat : The Child at Heart,November,,2019,English,https://www.dloc.com/AA00090268/00050/pdf,https://www.dloc.com/AA00090268/00050/pdf,pdf,dLOC,interview,pg 58
sbourne,Shakirah Bourne,sbourne_003,Caribbean beat : Screenshits A Caribbean Dream,July,,2017,English,https://www.dloc.com/AA00090268/00036/pdf,https://www.dloc.com/AA00090268/00036/pdf,pdf,dLOC,film review,pg 39
smootoo,Shani Mootoo,smootoo_001,MaComère : A Place on The Map Of The World Locating Hope in Shani Mootoo's He Drown She in The Sea and Dionne Brand's What We All Long For,,,2006,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00009/00098.jpg,https://www.dloc.com/AA00000079/00009/images/99,image,dLOC,essay,
sramlochan,Shivanee Ramlochan,sramlochan_001,Caribbean beat : Take Five Caribbean Poets To The World,March,,2022,English,https://www.dloc.com/AA00090268/00063/pdf,https://www.dloc.com/AA00090268/00063/pdf,pdf,dLOC,profile,pg 18
sramlochan,Shivanee Ramlochan,sramlochan_002,Caribbean beat : Reviews By Shivnee Ramlochan,March,,2022,English,https://www.dloc.com/AA00090268/00063/pdf,https://www.dloc.com/AA00090268/00063/pdf,,dLOC,book reviews,pg 20
sramlochan,Shivanee Ramlochan,sramlochan_003,"Caribbean beat : Snapshot Opening The Door
",March,,2022,English,https://www.dloc.com/AA00090268/00063/pdf,https://www.dloc.com/AA00090268/00063/pdf,pdf,dLOC,book reviews,pg 36
sramlochan,Shivanee Ramlochan,sramlochan_004,Caribbean beat : Bookshelf Book reviews by Shivanee,November,,2018,English,https://www.dloc.com/AA00090268/00044/pdf,https://www.dloc.com/AA00090268/00044/pdf,pdf,dLOC,book reviews,pg 42
sramlochan,Shivanee Ramlochan,sramlochan_005,Caribbean beat : Closeup A writer With a Plan,December,,2018,English,https://www.dloc.com/AA00090268/00044/pdf,https://www.dloc.com/AA00090268/00044/pdf,pdf,dLOC,magazine article,pg 62
sramlochan,Shivanee Ramlochan,sramlochan_006,Caribbean beat : Need to Know How to Write it Down,July,,2020,English,https://www.dloc.com/AA00090268/00053/pdf,https://www.dloc.com/AA00090268/00053/pdf,pdf,dLOC,magazine article,pg 22
sramlochan,Shivanee Ramlochan,sramlochan_007,Caribbean beat : Bookshelf Book reviews by Shivanee,July,,2020,English,https://www.dloc.com/AA00090268/00053/pdf,https://www.dloc.com/AA00090268/00053/pdf,pdf,dLOC,book reviews,pg 30
sramlochan,Shivanee Ramlochan,sramlochan_008,Caribbean beat : This Month's Reading Picks From The Caribbean,September,,2022,English,https://www.dloc.com/AA00090268/00066/pdf,https://www.dloc.com/AA00090268/00066/pdf,pdf,dLOC,magazine article,pg 22
sramlochan,Shivanee Ramlochan,sramlochan_009,Caribbean beat : Bookshelf Book reviews by Shivanee,September,,2017,English,https://www.dloc.com/AA00090268/00066/pdf,https://www.dloc.com/AA00090268/00066/pdf,pdf,dLOC,book reviews,pg 34
sramlochan,Shivanee Ramlochan,sramlochan_010,Caribbean beat : I Let The Tides Tug Me Along,September,,2014,English,https://www.dloc.com/AA00090268/00037/pdf,https://www.dloc.com/AA00090268/00037/pdf,pdf,dLOC,magazine article,pg 46
sramlochan,Shivanee Ramlochan,sramlochan_011,Caribbean beat : This Month's Reading Picks From The Caribbean,November,,2021,English,https://www.dloc.com/AA00090268/00037/pdf,https://www.dloc.com/AA00090268/00037/pdf,pdf,dLOC,magazine article,pg 18
sramlochan,Shivanee Ramlochan,sramlochan_012,Caribbean beat : In The Light of Language,November,,2021,English,https://www.dloc.com/AA00090268/00061/pdf,https://www.dloc.com/AA00090268/00061/pdf,pdf,dLOC,magazine article,pg 38
ssbart,Simone Schwarz-Bart,ssbart_001,The bridge of beyond,,,1975,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/03/70/00001/PQ2679-C43P53131975_dj.jpg,https://www.dloc.com/AA00030370/00001/images/0,image,dLOC,book cover,
ssbart,Simone Schwarz-Bart,ssbart_002,"Entre Nous : Theatre, « Ton beau capitaine » Syto Cave",January,22,1989,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/33/36/00001/RL10059-CS-1226_01.mp3,https://www.dloc.com/AA00073336/00001/audios,audio,dLOC,,
ssbart,Simone Schwarz-Bart,ssbart_003,Entre Nous: Raymond Chassagne (1),January,29,1989,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/33/37/00001/RL10059-CS-1227_01.mp3,https://www.dloc.com/AA00073337/00001/audios,audio,dLOC,,
ssbart,Simone Schwarz-Bart,ssbart_004,Entre Nous: Raymond Chassagne (2),January,29,1989,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/33/38/00001/RL10059-CS-1227_02.mp3,https://www.dloc.com/AA00073338/00001/audios,audio,dLOC,,
ssbart,Simone Schwarz-Bart,ssbart_005,"Sargasso, A Journal of Caribbean Literature, Language, and Culture : Shaping a Symbol Schwarz-Bart's Visions of His Guadeloupian Heorine in La mulatresse Solitude
",,,1984,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00011/00039.jpg,https://www.dloc.com/UF00096005/00011/images/38,image,dLOC,,seems to be about her spouse Andre Schwarz-Bart with a small mention of her name
ssbart,Simone Schwarz-Bart,ssbart_006,MaComère La <<malemort>> dans Ton beau Capitaine,,,2004,French,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00007/00007_00084.jpg,https://www.dloc.com/AA00000079/00007/images/85,image,dLOC,,
ssbart,Simone Schwarz-Bart,ssbart_007,"The Caribbean writer : Between Two Worlds
",,,1993,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00007/AA00032523_00007_00164.jpg,https://www.dloc.com/AA00032523/00007/images/163,image,dLOC,,
sadantes,Stephen A. Dantes,sadantes_001,Summer Bookshelf For Caribbean Boaters - Caribbean Compass,June,,2013,English,https://www.dloc.com/UF00095627/00076/pdf,https://www.dloc.com/UF00095627/00076/pdf,pdf,dLOC,,pg 33
sbrown,Stewart Brown,sbrown_001,Now,,,1973,English,https://www.dloc.com/AA00061645/00001/pdf,https://www.dloc.com/AA00061645/00001/pdf,pdf,dLOC,editor,
sbrown,Stewart Brown,sbrown_002,Now,,,1973,English,https://www.dloc.com/AA00061645/00002/pdf,https://www.dloc.com/AA00061645/00002/pdf,pdf,dLOC,editor,
sbrown,Stewart Brown,sbrown_003,Now,,,1974,English,https://www.dloc.com/AA00061645/00004/pdf,https://www.dloc.com/AA00061645/00004/pdf,pdf,dLOC,editor,
sbrown,Stewart Brown,sbrown_004,Zinder - Kyk-over-Al,,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00024/00052.jpg,https://www.dloc.com/UF00080046/00024/images/51,pdf,dLOC,book review,
sbrown,Stewart Brown,sbrown_005,Caribbean Poetry Now - The Caribbean writer,,,1987,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00001/AA00032523_00001_00092.jpg,https://www.dloc.com/AA00032523/00001/images/95,image,dLOC,book review,
sbrown,Stewart Brown,sbrown_006,Apostasy - Now,,,1973,English,https://www.dloc.com/AA00061645/00003/pdf,https://www.dloc.com/AA00061645/00003/pdf,pdf,dLOC,poetry,
sbrown,Stewart Brown,sbrown_007,Ti-Maru - Kyk-over-Al,,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00033/00153.jpg,https://www.dloc.com/UF00080046/00033/images/152,pdf,dLOC,poetry,
sbrown,Stewart Brown,sbrown_008,The Power To Exclude - Kyk-over-Al,,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00030/00073.jpg,https://www.dloc.com/UF00080046/00030/images/72,pdf,dLOC,article,
sdracius,Suzanne Dracius,sdracius_001,Ogun ferraille et le crime de l'ananas Roman (Extrait) - MaComère,,,2004,French,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00007/00007_00157.jpg,https://www.dloc.com/AA00000079/00007/images/158,pdf,dLOC,creative writing,
sdracius,Suzanne Dracius,sdracius_002,Diversity Is Coherence : Metissage and creolite in Suzanne Dracius's L'autre qui danse -MaComère,,,2002,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00006/00006_00157.jpg,https://www.dloc.com/AA00000079/00006/images/158,pdf,dLOC,essay,
swynter,Sylvia Wynter,swynter_001,The hills of Hebron,,,1962,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/96/00001/PR9265-9-W96H51962b_dj.jpg,https://www.dloc.com/AA00030596/00001/images,image,dLOC,book cover,
swynter,Sylvia Wynter,swynter_002,Jamaica is the eye of Bolivar : a play in two acts,,,1979,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/03/74/00001/PQ7298-13-U33J31979_dj.jpg,https://www.dloc.com/AA00030374/00001/images,image,dLOC,translated work,
swynter,Sylvia Wynter,swynter_003,Motherhood Is a Means To Survive Why Do Women Have Child After Child? - Tapia,July,1,1973,English,https://ufdcimages.uflib.ufl.edu/UF/00/07/21/47/00065/00005.jpg,https://www.dloc.com/UF00072147/00065/images/4,image,dLOC,article,
tmcwatt,Tessa McWatt,tmcwatt_001,"""Shame on Me An Anatomy of Race and Belonging"" - Caribbean beat",July,,2020,English,https://www.dloc.com/AA00090268/00053/pdf,https://www.dloc.com/AA00090268/00053/pdf,pdf,dLOC,magazine article,
tmarugg,Tip Marugg,tmarugg_001,"""Besprekingnen"" - Nieuwe West-Indische Gids",,,1957,Dutch,https://ufdcimages.uflib.ufl.edu/UF/00/09/94/61/00041/NWIG-19570101-0269.jpg,https://www.dloc.com/UF00099461/00041/images/268,pdf,dLOC,book review,
tyanique,Tiphanie Yanique,tyanique_001,"""Virgin Islander Wins Major Literary Reward"" - St. John Tradewinds Nespaper",January,5,2015,English,https://www.dloc.com/UF00093999/00310/pdf,https://www.dloc.com/UF00093999/00310/pdf,pdf,dLOC,newspaper article,pg 18
tyanique,Tiphanie Yanique,tyanique_002,"""Bookshelf - Land of Love and Drowning by Tiphanie Yanique - Caribbean Beat",July,,2015,English,https://www.dloc.com/AA00090268/00024/pdf,https://www.dloc.com/AA00090268/00024/pdf,pdf,dLOC,magazine article,pg 42
tyanique,Tiphanie Yanique,tyanique_003,"""Book Review - How To Escape From A Leper Colony"" - Caribbean Compass",August,,2010,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/56/27/00042/00008-2010_Page_29.jpg,https://www.dloc.com/UF00095627/00042/images/28,image,dLOC,book review,
tyanique,Tiphanie Yanique,tyanique_004,"""Twins"" - MaComère",,,2005,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00008/00023.jpg,https://www.dloc.com/AA00000079/00008/images/24,image,dLOC,creative nonfiction,
tdelsham,Tony Delsham,tdelsham_001,"""Affaire Zidane Deroutante lettre ouverte de Tony Delsham a Jacques Chirac"" - Justice Hebdomadaire du Parti communiste martiniquais",July,27,2006,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/89/14/00171/UF00088914_00073_00009.jpg,https://www.dloc.com/UF00088914/00171/images/8,image,dLOC,newspaper article,
umarson,Una Marson,umarson_001,"""The Impossible"" - Kyk-over-Al",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00007/00037.jpg,https://www.dloc.com/UF00080046/00007/images/35,image,dLOC,poetry,
umarson,Una Marson,umarson_002,"""The Life of Una Marson"" - The Caribbean writer",,,1999,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00013/AA00032523_00013_00274.jpg,https://www.dloc.com/AA00032523/00013/images/283,image,dLOC,book review,"book review of ""The Life of Una Marson"" by Delia Jarret-Macauley. Una Marson is the topic of focus"
umarson,Una Marson,umarson_003,The Moth and The Star,,,1937,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/55/00001/PR9265-9-M37M681937_dj.jpg,https://www.dloc.com/AA00030555/00001/images/0,image,dLOC,book cover,
ugiuseppi,Undine Giuseppi,ugiuseppi_001,Out for stars 1 : an anthology of poetry for Caribbean secondary schools,,,1975,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/03/83/00001/PR1174-O971975_dj.jpg,https://www.dloc.com/AA00030383/00001/images/0,image,dLOC,book cover,
ugiuseppi,Undine Giuseppi,ugiuseppi_002,Backfire : a collection of short stories from the Caribbean for use in secondary schools,,,1973,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/04/86/00001/PR9217-5-B321973_dj1.jpg,https://www.dloc.com/AA00030486/00001/images/1,image,dLOC,book cover,
vsnaipaul,V.S. Naipaul,vsnaipaul_001,"""The Creative Writer in Wi Society"" - Tapia",August,18,1974,English,https://ufdcimages.uflib.ufl.edu/UF/00/07/21/47/00123/00005.jpg,https://www.dloc.com/UF00072147/00123/images/4,image,dLOC,interview,
vsnaipaul,V.S. Naipaul,vsnaipaul_002,"""V.S. Naipaul: Should He Come Home and Stop Criticizing the Third World?"" - Sargasso, A Journal of Caribbean Literature, Language, and Culture",,,1984,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00025/00150_00150.jpg,https://www.dloc.com/UF00096005/00025/images/147,image,dLOC,essay on,
vsnaipaul,V.S. Naipaul,vsnaipaul_003,"The middle passage : impressions of five societies, British, French and Dutch, in the West Indies and South America",,,1974,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/02/10/00001/F2171-2-N31974_dj.jpg,https://www.dloc.com/AA00030210/00001/images/0,image,dLOC,book cover,
vapildeo,Vahni Capildeo,vapildeo_001,"""Writer Vahni Capildeo featured at the first virtual Campus Lit Week"" - UWI Today",May,10,2020,English,https://www.dloc.com/UF00094180/00124/pdf,https://www.dloc.com/UF00094180/00124/pdf,pdf,dLOC,feature,pg 15
vapildeo,Vahni Capildeo,vapildeo_002,"""Close Up: Shapeshifter, Time Traveller"" - Caribean Beat",January,,2017,English,https://www.dloc.com/AA00090268/00033/pdf,https://www.dloc.com/AA00090268/00033/pdf,pdf,dLOC,feature,pg 70
vapildeo,Vahni Capildeo,vapildeo_003,"""Word of Mouth: Sailor of State of Mind"" - Caribbean Beat",January,,2019,English,https://www.dloc.com/AA00090268/00045/pdf,https://www.dloc.com/AA00090268/00045/pdf,pdf,dLOC,feature,pg 42
vapildeo,Vahni Capildeo,vapildeo_004,"""Traveler's Tales: Waiting For The Monsoon"" - Caribbean Beat",May,,2013,English,https://www.dloc.com/AA00090268/00011/pdf,https://www.dloc.com/AA00090268/00011/pdf,pdf,dLOC,feature,pg 76
vspence,Vanessa Spence,vspence__001,"""The Roads Are Down"" - The Caribbean writer",,,1995,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00009/AA00032523_00009_00223.jpg,https://www.dloc.com/AA00032523/00009/images/226,pdf,dLOC,book review,
vpollard,Velma Pollard,vpollard_001,"""Considering Velma Pollard: A Conversation"" - Sargasso, A Journal of Caribbean Literature, Language, and Culture ",Feburary,10,2010,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00034/00168.jpg,https://www.dloc.com/UF00096005/00034/images/167,image,dLOC,virtual interview,
vpollard,Velma Pollard,vpollard_002,"""To us all flowers are roses: Writing ourselves into the literature of the Caribbean"" - Sargasso, A Journal of Caribbean Literature, Language, and Culture",,,1984,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00022/00071.jpg,https://www.dloc.com/UF00096005/00022/images/72,image,dLOC,essay,
vpollard,Velma Pollard,vpollard_003,"""Velma Pollard - Winner of the Casa de las Americas Prize 1992"" - Caribbean review of books",May,,1992,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/40/97/00004/00021.jpg,https://www.dloc.com/UF00094097/00004/images/19,image,dLOC,profile,
vpollard,Velma Pollard,vpollard_004,"""the best philosophers I know can't read and write (for the Lady of Mandahl Peak)""- Caribe 2000",,,1999,English,https://ufdcimages.uflib.ufl.edu/UF/00/10/21/25/00001/00211_00211.jpg,https://www.dloc.com/UF00102125/00001/images/210,image,dLOC,poetry,
vpollard,Velma Pollard,vpollard_005,"""Glean(h)er et cetera from Ruthless at noon ... or his agender"" - MaComère",,,2000,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00004/00004_00038.jpg,https://www.dloc.com/AA00000079/00004/images/39,image,dLOC,short story,
vpollard,Velma Pollard,vpollard_006,"""Virgin Islands Suite I Drake's Strait"" - Kyk-over-Al",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00028/00020.jpg,https://www.dloc.com/UF00080046/00028/images/19,image,dLOC,poetry,
vpollard,Velma Pollard,vpollard_007,"""Remembering , Screws Loose , A Case For Pause"" - Kyk-over-Al ",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00021/00027.jpg,https://www.dloc.com/UF00080046/00021/images/26,image,dLOC,poetry,
vpollard,Velma Pollard,vpollard_008,"""Thinking re-thinking Baths, Virgin Gorda"" - MaComère",,,2004,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00007/00007_00172.jpg,https://www.dloc.com/AA00000079/00007/images/173,image,dLOC,poetry,
vpollard,Velma Pollard,vpollard_009,"""Crown Point"" - The Caribbean writer",,,1997,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00011/AA00032523_00011_00251.jpg,https://www.dloc.com/AA00032523/00011/images/256,image,dLOC,book review,
vsreid,Victor Stafford Reid,vsreid_001,The Young Warriors,,,1967,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/72/00001/PR9265-9-R4Y681967_dj.jpg,https://www.dloc.com/AA00030572/00001/images,image,dLOC,book cover,
vsreid,Victor Stafford Reid,vsreid_002,New Day,,,1950,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/70/00001/PR9265-9-R4N491950_dj.jpg,https://www.dloc.com/AA00030570/00001/images,image,dLOC,book cover,
vsreid,Victor Stafford Reid,vsreid_003,14 Jamaican Stories,,,1950,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/33/00001/PR9265-8-S5A12_dj.jpg,https://www.dloc.com/AA00030533/00001/images,image,dLOC,book cover,
